다북쑥속의 식물	オウシュウヨモギ
암실	暗室
다리미	アイロン
영기	エクトプラズム
씨족	家族
아양	軟派
여녜	興,娯楽
악어	鰐,わに,wani,ワニ
아연	亜鉛
백내장	瀑布,激流,白内障
아예	marude,全く,まるで,全て,丸で
어뢰	魚雷
양봉	養蜂
언론	1. 報道,ジャーナリズム 2. 報道
반대말	対義語,反対語,対語,反意語,反義語
야심	野心,抱負,アンビション
압정	画鋲
애욕	性衝動,リビドー
양산	傘,かさ,kasa,パラソル
오기	rakugaki
엔트로피	エントロピー
엄마	1. 母,母親,お母さん,おふくろ,母上 2. 母,お母さん,ママ
암장	マグマ
아가씨	少女,女の子
알제	アルジェ
아주	marude,全く,まるで,全て,丸で
양심	良心
약어	省略語
더구나	1. -も,また,も,さらに,にも 2. その上,しかも,その上に,尚且つ,さらに,katsu
당략의	政治上の,政治的な
애정	1. 愛着 2. 愛情,愛,aijō
어븀	エルビウム
애인	kare,カレ,カレシ,kareshi,かれし,ボーイフレンド
완강	忍耐,堅持
어부	漁師
엘베	エルベ川
염력	観念動力,サイコキネスシス,念力,念動力,テレキネシス
약자	省略語
야인	ネアンデルタール人
오다	1. 来る 2. 来る 3. 来る 4. 着く,到着する 5. 来る 6. 来る
악취	悪臭,臭い
여름	夏時,なつ,natsu,夏期,夏,夏時間
연루	共謀,共犯
오늘	ほんじつ,きょう,honjitsu
연료	プログラム,ソフト,ソフトウェア,ソフトウエア
야웅	ニャア,にゃ
어떻게든지	なぜか
야옹	ニャア,にゃ
소시지형 계류기구	腸詰め,ソーセージ
여론	世論
영리	器用さ
약지	藥指,薬指
올된	1. soujuku,早熟,そうじゅく 2. soujuku,早熟,そうじゅく
액체	1. 液体 2. 流体,液体 3. 液体
영률	ヤング率
알켄	アルケン
얘야	男の子,あんちゃん
어순	語順
억수	大雨,土砂降り
수수께끼같은	神秘的
약종	薬剤師
압축	狭窄
언설	発話
온도	気温,おんど,温度,ondo,熱
약제	薬物,薬
염료	染料
우뢰 소리	雷鳴,迅雷
어선	漁船
어서	さっさと,早々
연보	ニュースレター,かいし,kaishi,会誌
애칭	愛称
아톰	原子,元素
달라이라마	1. ラマ 2. ダライ・ラマ
외계	宇宙空間,惑星間宇宙
에서	エサウ
예멘	イエメン共和国,イエメン
영묘	廟,霊廟
왕녀	ひめ,ōjo,姫,王女,hime,おうじょ,王妃
외과	外科
예명	筆名,雅号,ペンネーム
에센	エッセン
오락	1. スポーツ 2. 興,娯楽
연민	慈悲
아탄	亜炭,褐炭
얕은	浅薄,あさい,浅い
역병	梅毒
알킨	asechiren,アセチレン,アルキン
엄수	忠実度
교황의 지위	司教の職
아편	アヘン,阿片
언어	言語
크로코다일	鰐,わに,wani,ワニ
어원	ごげん,gogen,語源
흑룡강	アムール川
예법	作法
오류	誤謬
야채	野菜,緑黄色野菜
완두	1. エンドウ 2. エンドウ 3. エンドウ,豌豆,エンドウ豆
오로	悪露
요구	嘆願
예비	未処理の仕事
다림줄	すいじゅん
얼음	霜,氷
언쟁	混乱
악행	茶目
오물	スライム,ぬめり
연소	フロギストン
아호	筆名,雅号,ペンネーム
욕구	食欲
아가리	孔,開口部,くち
아픔	痛み,苦痛,itami
아픈	病気
어의	意義,心,意味
오만	オマーン
오리	アヒル,カモ,かも
요가	ヨガ,ヨーガ
여성	1. 女 2. 家内,fujin,妻,女子,つま,okusan,奥さん
역설	逆説,矛盾
악한	悪党,悪漢,悪人
악필	rakugaki
어장	漁業,水産
여생	来世
염소	ヤギ,山羊,やぎ
얄타	ヤルタ
예산	予算
에이	エー
에일	ビール,エール
영속	永世
암호	暗号化
양충	スナノミ
염산	1. 塩酸 2. 塩酸
절망적인	絶望的
여신	1. 神性 2. めがみ,megami,女神
역시	-も,また,も,さらに,にも
엄지	親指
오븐	レンジ,オーブン,ストーブ
예속	しんじゅう
용기	1. 勇気 2. いれもの,iremono,入物,入れ物,コンテナ,容器 3. 男気,勇気 4. 度胸,勇気,きも
우기	雨季,雨期
연어	1. サーモン 2. サーモン
액화	液化
예수	イエス・キリスト,みこ,イエスキリスト,キリスト
여어	こんにちは,今日は
여윈	やつれた
약품	薬物,薬
연역	三段論法
여왕	1. 女王 2. 女王バチ
전매회사	専売,独占
양파	1. 玉ねぎ,たまねぎ 2. 玉ねぎ,たまねぎ 3. 玉ねぎ,たまねぎ,玉葱
약학	1. 薬学,薬局 2. 薬理学,薬学
영어	イングランド人
게일족의	ゲール語,ゲール族
영양	羚羊,カモシカ,レイヨウ
요도	尿道
여제	女帝,皇后,妃
여접	余接,コタンジェント
여응	興,娯楽
야한	どぎつい,あくどい,けばけばしい,派手な
연음	フェルマータ
여자	1. 少女,女児,女の子 2. 女 3. 家内,fujin,妻,女子,つま,okusan,奥さん
어치	ジェイ
예언	予言
월경	1. 時代 2. 時代
바둑곰	パンダ
여주	茘枝,レイシ,ライチ
옥수	玉髄
원광	後光
친절한 대접	おもてなし,持て成し,款待,集客,ホスピタリティー,厚情
영예	賛美,万丈
엷은	水っぽい
라디오 방송국	ラジオ放送局
오손	片輪
원고	原告
영역	領域
온실	1. 温室 2. おんしつ,温室,onshitsu
영장	令状
연지	頬紅
밤놀이	夜遊び
반대어	対義語,反対語,対語,反意語,反義語
오식	誤植,タイプミス,誤字
원기	エネルギー
영원	井守,イモリ
야훼	ヤハウェ,エホバ
악성 흑색종	メラノーマ
영존	永世
형형색색으로	色々
예의	いつもの,tada,ただ
의아스러움	疑い
반대자	aite,相手
울다	1. 歌う 2. 歌う 3. 叫ぶ 4. 歌う
어리석게도	へらへら
염증	外反母趾
양흥	グレナデン・シロップ
엉킨	不可解な
오염	1. 汚染 2. 汚染 3. 汚染 4. 汚染
웃다	笑う,笑い飛ばす,一笑に付す
울두	アイロン
에탄	エタン
오월	五月,5月,ごがつ
요리	調理,料理
오이	1. 胡瓜,きゅうり 2. きゅうり
요망	願い,依頼,嘆願
욕망	食欲
오자	誤植,タイプミス,誤字
온유	比喩,比諭,hiyu,隠喩,ひゆ,象徴
왕수	王水,おうすい
취리히	チューリッヒ
오존	おぞん,ozon,オゾン
우란	ウラン
엽초	ぼぼ,膣,つび,へへ,そそ
우력	トルク,toruku
오줌	1. ピー,尿,おしっこ,小便 2. 尿,小便 3. 小便をする,おしっこをする
어휘	用語集
거시 경제학	巨視的経済学,マクロ経済学
유가	ヨガ,ヨーガ
여태	これまでのところ,これまで,今まで
와이	ワイ
용모	人相,ninsō,にんそう,顔
예측	縁起
요부	妖婦,妖女,ファム・ファタル
운명	カルマ
와좌	王位,王座,おうざ
육교	ガード
완전	一切
원래	本来
오찬	昼食
우편 집배원	郵便配達人
윈난	雲南,雲南省
운모	雲母
왼손잡이 투수	サウスポー
발효 사과술	シードル
용법	学術用語,術語,専門語,命名法
운문	詩,韻文,かがく,詩歌
열파	熱波
온천	温泉
우박	雹,霰,ひょう,あられ
정신병학	精神病学
대동사	諺,ことわざ,格言
보호하다	飼う,食べさせる
용암	溶岩
오해	過ち,間違い,誤り,錯誤
용액	トルコ石
요염	軟派
융단	カーペット,絨毯
외질	エクトプラズム
음낭	陰嚢
운석	隕石
요약	概要,要約
오팔	オパール
저해하는	不可解な
대도시	リンゴ,林檎,りんご,林檎の木,リンゴの木
월보	ニュースレター,かいし,kaishi,会誌
외전	外向性
유도	jūdō,柔道
음경	陰核,ペニス,ちんこ,ちんちん,陰茎,男根,ちんぽ,イチモツ
욕심	強欲
용사	戦士,せんし
오탁	汚染
영향	作用,影響
수동식 오르간	ハーディ・ガーディ
유대	ゆだや
유당	乳糖,ラクトース
쓰레기	残留廃棄物,ゴミ
총톤수	トン数
요술	1. 魔術,魔法,呪術 2. 手品,魔術 3. 黒魔術,呪術 4. 手品
심근경색	心筋梗塞
안경상	眼鏡屋
윤년	閏年
연필	鉛筆,えんぴつ
설명할 수 없는	説明できない
은거	ていねんたいしょく
역학	力学
열풍	シムーン
여행	1. 旅行,旅 2. 旅 3. ハイキング 4. ツアー,旅行,旅,たび
여할	コセカント
윽교	ガード,高架橋
윈도	Windows,ウィンドウズ
헬리콥타	1. ヘリコプター 2. ヘリコプター
여현	余弦,コサイン
연합	同盟
원료	原料
원리	主義,流派
왕좌	王位,王座,おうざ
왕족	ひめ,ōjo,姫,王女,hime,おうじょ,王妃
왕조	王朝
요새	1. 要塞 2. 城塞
다락방	屋根裏部屋
연풍	微風
재귀	再帰
인두	咽頭
음료	飲料,いんりょう,飲み物
읽다	1. 読む 2. 読む 3. 理解する,分かる 4. 読む 5. 読む 6. 読む
인도	舗装,舗道,歩道
장군	大将
재결	裁決
위선	不誠実
잠깐	しばらく
대동맥	大動脈
원자	原子,元素
이도	イド語
대담한	1. 大胆な 2. 大胆な
재강	酒粕
자꾸	1. いつも 2. 連続的に 3. しばしば
원유	石油,灯油,原油
재가	ひじゅん,批准,hijun
음란	失禁
유별	分類
유방	おっぱい,乳房,胸
원예	庭いじり
원앙	オシドリ
자기	磁器,ポースレン,陶磁,焼き物,陶磁器
잉꼬	1. 脊黄青鸚哥 2. 脊黄青鸚哥
유문	幽門
자궁	子宮
욕창	褥瘡
우정	友情,友好,仲良し
이끼	コケ,苔
자계	磁場,磁界
임기	司教の職
옹호	擁護,立証
방담회	話々,世間話
우유	1. 乳 2. ミルク,牛乳,乳 3. 乳
작가	著者,作者,さくしゃ
자객	ちんぴら
용접	溶接
입국	nyūshoku,いにゅう,にゅうしょく,入植,イミグレーション,移民
월식	gesshoku,月食,げっしょく,月蝕
입구	ドア,戸,門,扉
위법	違法,違法性
용재	スラグ,鉱滓
인기	人望,にんき,じんぼう,ninki,jinbō
위반	侵害
완패	じょうか,掃除
유로	ユーロ
대단히	極めて
인권	人権
일광	日光,nikkō,にっこう,光,太陽光,たいようこう
유령	1. 妖精,仙女 2. ばけもの 3. お化け
우엉	牛蒡
우어	呉方言,ウー,呉語,吳
인구	住民
유럽	欧羅巴,ヨーロッパ,欧州
원소	微量元素
우아	優雅さ
유람	観光
와트	ワット
욕조	浴槽
인계	乗っ取り,謀叛
이교	ペイガニズム
거드럭거리는	小刻みな
기분좋게	心地よく
일가	いとこ,従兄弟,従姉妹
요정	妖精,仙女
위조	偽作,偽物
우파	ウファ
육안	肉眼
유아	小児,赤ちゃん,赤ん坊
유역	流域面積
유엔	EU,ヨーロッパ連合,欧州連合
일몰	日没
이민	移住者,移民
우편	ゆうびん,郵便
이미	もはや,とっくに,最早,既に
위증	偽証の罪
음색	音色
이발	刈り込み,理髪,ヘアカット,髪型
일문	家族
자료	データ
이별	バイバイ,さようなら,では,またね,じゃ、また,バイ,おねんね
우표	切手
유월	六月,ろくがつ,水無月,6月
재능	1. 才能 2. 手腕 3. 手腕,能力
의복	1. 衣装,衣類,ifuku,いふく 2. 衣服,服,衣類,fuku 3. 衣装 4. 衣装
이름	1. 名前 2. みょうじ,苗字,姓氏,あだ名,名字,姓 3. 仮名,あだ名,源氏名,かな,假名 4. あだ名,名前,固有名詞 5. タイトル,名前,標題 6. 名前
임신 기간	妊娠,にんしん
잠두	空豆
다랑어	1. マグロ,鮪 2. マグロ,鮪
이마	額,おでこ
인류	1. じんるい,人類,jinrui,人間 2. 人類,人間
의분	ふんまん
잠든	眠っている,寝ている,しびれる
요항	地平線
인망	人望,にんき,じんぼう,ninki,jinbō
일률	画一性,統一性,普遍性
은사	恩赦,許し
익명	筆名,雅号,ペンネーム
이모	おば,小母さん,おばさん
화폐학	貨幣学
유성	1. 流星 2. 流星,流れ星
악마 숭배	サタニズム
위액	胃液
의문	質問
요트	1. ボート,船,ゆうらんせん,ヨット 2. 帆船,はんせん
이란	イラン,イラン・イスラム共和国
재난	事故
이력	教科
장님	盲目
인력	重力,じゅうりょく,万有引力,いんりょく,引力
잘된	幸運な,成功した,成功裏の
의미	意義,心,意味
잡담	話々,世間話
위염	いえん,胃炎
인듐	1. タリウム,インジウム 2. インジウム
입다	kasumi
의례	儀式
이득	戦利品,略奪品
입대	nyūdan,入団,にゅうだん,登録
아그라	アーグラ
입덧	悪阻
잡낭	バックパック
의류	衣装
다람쥐	木鼠,栗鼠
유생	幼虫,幼生
외피	皮膚
음문	いんもん,inmon,陰門
때때로의	時折の,偶発的,偶然な,偶,時折
자당	スクロース
후원자	スポンサー
유사	アナロジー,類推
유산	堕胎,流産,失敗
요통	腰痛
장난	お祭り騒ぎ
유충	幼虫,幼生
흔들이	振り子
의원	議員
유추	アナロジー,類推
일식	日食
저능	頓痴気,低能者,間抜け,baka
위턱	上顎,口蓋
읍장	市長
음절	音節
자석	1. 磁気 2. 磁気 3. 磁石,じしゃく,jishaku
임신	1. 妊娠 2. 妊娠,にんしん 3. 妊娠
적도	1. 赤道 2. 赤道
의제	架空,小説
자세	1. 見得,姿勢 2. 見得
자산	資産
적대	ライバル
적당	tekisetsu,てきせつ
어리치다	ぶきみな
의의	意義,心,意味
저당	hitoshichi,人質,ひとしち
잇속	いれば,入歯,ireba,総義歯
잿물	苛性アルカリ溶液
의장	議長,委員長,主席
자생	自然発生説
작살	1. ハープーン 2. やす,銛
의자	ソファ,ソファー,長椅子
자살	自殺
아랍에미리트 연합	アラブ首長国連邦
큰 시련	はりつけ
정금	硬貨
인성	じんしん,人心,jinshin
쟁론	論争
자부	自惚,己惚
음역	翻字
인사	挨拶
은자	1. 仙人,世捨て人 2. 世捨て人 3. 世捨て人
인삼	オタネニンジン
제금	1. シンバル 2. カスタネット,シンバル
키시뇨프	キシナウ,キシニョフ
전념	忠誠
장미	bara,ばら,薔薇,バラ
인소	リン,燐
저녁	1. 夜 2. 夜 3. gogo,午後,夜,ごご
인쇄	タイポグラフィ
원형	元型
유진	ユージン
육지	1. 大陸 2. Riku,陸,海岸
아디스아바바	アディスアベバ,アジスアベバ
유지	保持,保存
자백	断言
울화	癇癪
정감	痛切
의심	万一,ひょっと,tabun,多分,若しや,まんいち
